iter	R2	RMSE
255	0.197532937	0.6660665511
256	0.1979728925	0.6658839394
257	0.1991625716	0.6653898899
258	0.2001797031	0.6649672048
259	0.2012410422	0.664525862
260	0.2016965156	0.6643363699
261	0.202393008	0.6640465013
262	0.2029822816	0.6638011565
263	0.2035744884	0.6635544991
264	0.2043770763	0.6632200705
265	0.2051017804	0.6629179501
266	0.2056111562	0.6627055151
267	0.2064385432	0.6623603083
268	0.2072136325	0.6620367582
269	0.2082758498	0.6615930935
270	0.208752158	0.6613940535
271	0.2092495246	0.6611861496
272	0.2106628329	0.6605950163
273	0.2113708188	0.6602986937
274	0.2123802091	0.6598759903
275	0.2137706008	0.6592932908
276	0.2145775457	0.6589548718
277	0.2158105202	0.6584374473
278	0.2163714756	0.6582019046
279	0.2174898594	0.6577320486
280	0.2184647944	0.6573221844
281	0.2192621267	0.6569867945
282	0.2209658903	0.656269549
283	0.2213028477	0.6561276047
284	0.2225038068	0.6556214474
285	0.2238037	0.6550731525
286	0.2248911888	0.654614097
287	0.2252245206	0.6544733251
288	0.2259333675	0.6541738657
289	0.2267148579	0.6538435584
290	0.2275122236	0.6535063692
291	0.2283384871	0.653156776
292	0.228737205	0.6529880109
293	0.2287717722	0.6529733777
294	0.2301977595	0.6523694303
295	0.2307559801	0.6521328552
296	0.2311348	0.6519722615
297	0.2319623114	0.6516213159
298	0.2331302735	0.6511256641
299	0.2340615944	0.6507301659
300	0.2346612119	0.6504754029
301	0.2346885379	0.6504637904
302	0.2356338975	0.6500619199
303	0.2363156973	0.6497719338
304	0.2370374822	0.6494648001
305	0.2381063876	0.6490096927
306	0.2391027503	0.6485851842
307	0.2394497526	0.6484372758
308	0.2400564835	0.648178578
309	0.2407592956	0.6478787839
310	0.2420534531	0.6473263802
311	0.2426487208	0.6470721352
312	0.2433740437	0.6467622073
313	0.2442108523	0.6464044573
314	0.2447034412	0.6461937744
315	0.2456832851	0.6457744858
316	0.2465171981	0.6454174285
317	0.2475534633	0.6449734544
318	0.2480771303	0.6447489799
319	0.2485963221	0.6445263465
320	0.2492754892	0.6442349984
321	0.2498403138	0.6439926004
322	0.2504575394	0.6437276098
323	0.2506997708	0.643623584
324	0.2515173578	0.6432723483
325	0.2530471169	0.6426146476
326	0.25419085	0.6421224739
327	0.2552168551	0.6416806399
328	0.2558770214	0.6413961881
329	0.2567097653	0.6410371961
330	0.2576901803	0.6406142861
331	0.2586485906	0.6402005979
332	0.2591114489	0.640000714
333	0.2597450044	0.6397270138
334	0.26026395	0.6395027385
335	0.2607216831	0.6393048525
336	0.2612186643	0.6390899295
337	0.2619209798	0.6387860848
338	0.2627221879	0.6384392794
339	0.2630406561	0.6383013772
340	0.2636189194	0.6380509029
341	0.2645709327	0.6376383248
342	0.2652932338	0.6373251199
343	0.2659645648	0.6370338786
344	0.2661999912	0.6369317128
345	0.267263098	0.6364701621
346	0.268132501	0.6360924595
347	0.2686687178	0.635859394
348	0.2695200414	0.6354891926
349	0.2703403906	0.6351322564
350	0.2708925074	0.6348919159
351	0.2718978909	0.6344540312
352	0.2725868092	0.6341538051
353	0.2728784082	0.6340266854
354	0.273820279	0.6336159118
355	0.2741283289	0.6334815057
356	0.2748766988	0.6331548634
357	0.2755348969	0.6328674392
358	0.2764838392	0.632452822
359	0.2767239554	0.6323478659
360	0.2776808062	0.6319294483
361	0.27841469	0.6316083433
362	0.2792508952	0.6312422693
363	0.2795747186	0.6311004488
364	0.2805033436	0.6306935748
365	0.2817444491	0.6301493783
366	0.2823320481	0.6298915656
367	0.2827822079	0.6296939837
368	0.2833744873	0.6294339289
369	0.2836065049	0.6293320266
370	0.2841375669	0.6290987217
371	0.2847067673	0.6288485658
372	0.2849460588	0.6287433706
373	0.285940529	0.6283060022
374	0.2867210932	0.6279624963
375	0.2877748055	0.6274984868
376	0.2883992914	0.6272233281
377	0.2892502516	0.6268481867
378	0.2897492109	0.6266281186
379	0.2900042442	0.6265156053
380	0.2908370367	0.6261480605
381	0.2915741241	0.6258225741
382	0.2923847873	0.6254644021
383	0.2927523409	0.6253019398
384	0.2931656245	0.625119214
385	0.2940743222	0.624717262
386	0.2945230455	0.6245186789
387	0.2952217952	0.6242093205
388	0.2957122978	0.6239920681
389	0.296232201	0.623761711
390	0.2977465394	0.6230902573
391	0.2986212763	0.6227020713
392	0.2996016091	0.6222667368
393	0.3005335176	0.6218526234
394	0.3018289692	0.6212765034
395	0.3021072817	0.621152661
396	0.3023121521	0.6210614829
397	0.3030605885	0.6207282753
398	0.3037896954	0.6204035013
399	0.3047593579	0.6199713103
400	0.3048504823	0.6199306795
401	0.3056555457	0.6195715999
402	0.3064837696	0.6192019727
403	0.3068755354	0.6190270551
404	0.3071203223	0.6189177363
405	0.307418741	0.61878444
406	0.3082303057	0.6184217889
407	0.3085671609	0.6182712012
408	0.3088875624	0.618127935
409	0.3090504215	0.6180551004
410	0.3095440041	0.6178343059
411	0.3101373632	0.6175687738
412	0.3106969515	0.6173182498
413	0.3117162783	0.6168616423
414	0.3127176688	0.6164127401
415	0.3133151883	0.6161447289
416	0.3142924532	0.6157061354
417	0.3150435286	0.6153688426
418	0.3156291247	0.6151057349
419	0.3158671781	0.6149987456
420	0.316548955	0.6146922287
421	0.3170286922	0.6144764543
422	0.3178124591	0.6141237714
423	0.3182795031	0.6139135126
424	0.3192041911	0.6134970141
425	0.3205138825	0.6129066179
426	0.3216576589	0.6123905489
427	0.3221164223	0.6121834338
428	0.3223653071	0.612071042
429	0.3238218429	0.6114128828
430	0.3239450115	0.6113571946
431	0.3246656223	0.6110312832
432	0.3255952191	0.6106105966
433	0.3263403274	0.6102731903
434	0.3270138663	0.6099680322
435	0.3281098718	0.6094711417
436	0.3287458542	0.6091826238
437	0.3296606084	0.6087673993
438	0.3305297795	0.6083726033
439	0.3307761335	0.6082606574
440	0.3313641309	0.6079933819
441	0.3318416224	0.6077762507
442	0.3328530361	0.6073160708
443	0.333466165	0.6070369355
444	0.3335665844	0.6069912059
445	0.3341551402	0.6067231168
446	0.3351827572	0.6062547496
447	0.3358494942	0.6059506707
448	0.3366319582	0.6055936173
449	0.3373550885	0.6052634518
450	0.3377934834	0.6050632025
451	0.338408166	0.6047823172
452	0.3385685855	0.6047089905
453	0.3390416006	0.6044927265
454	0.3401418925	0.6039893699
455	0.3406359212	0.6037632274
456	0.3418199283	0.6032209009
457	0.3424096917	0.6029505818
458	0.343169286	0.6026022417
459	0.3432748173	0.6025538305
460	0.3440793038	0.602184654
461	0.344433495	0.6020220449
462	0.3452112768	0.6016648113
463	0.3453804925	0.6015870628
464	0.345970518	0.6013158887
465	0.3470155637	0.6008352882
466	0.34768563	0.6005269326
467	0.3495041727	0.5996892644
468	0.3502930518	0.5993255219
469	0.350784595	0.5990987658
470	0.3513512092	0.5988372717
471	0.351732721	0.5986611385
472	0.3525655418	0.5982764687
473	0.3530361563	0.5980589882
474	0.3536594063	0.5977708499
475	0.3545527475	0.5973576019
476	0.3552033764	0.5970564494
477	0.3557597501	0.5967988037
478	0.3565468116	0.5964341409
479	0.3566417431	0.596390142
480	0.3572788752	0.5960947595
481	0.358294101	0.5956237855
482	0.3590411351	0.5952769905
483	0.3601398745	0.5947665561
484	0.3611709239	0.5942871694
485	0.3614556147	0.5941547342
486	0.3627067528	0.5935723673
487	0.363328017	0.5932829753
488	0.3642147031	0.592869702
489	0.3650065216	0.5925004017
490	0.3656292606	0.5922097974
491	0.366227178	0.591930642
492	0.3669613385	0.5915876973
493	0.3671968683	0.5914776334
494	0.3675656991	0.5913052362
495	0.3683690968	0.5909295417
496	0.3687948642	0.5907303423
497	0.3695377849	0.5903825988
498	0.369913112	0.5902068392
499	0.3703914389	0.5899827705
500	0.3708469862	0.5897692937
501	0.3714636145	0.5894802085
502	0.3716940338	0.5893721479
503	0.3724410398	0.5890216853
504	0.3726000387	0.588947063
505	0.3727021764	0.5888991223
506	0.373354475	0.5885928578
507	0.3741720382	0.5882087739
508	0.3750062643	0.5878166032
509	0.375549411	0.5875611287
510	0.3761083443	0.5872981127
511	0.3771875447	0.5867899421
512	0.377679824	0.586557993
513	0.3781115702	0.5863544899
514	0.3786344781	0.5861079233
515	0.3793443047	0.5857730529
516	0.3797187618	0.5855963204
517	0.3804889595	0.5852326427
518	0.3816776959	0.5846708921
519	0.3822734485	0.5843891594
520	0.382804653	0.5841378371
521	0.3829465775	0.5840706718
522	0.3833374598	0.5838856481
523	0.3837109776	0.583708789
524	0.3840377567	0.5835540165
525	0.3842806443	0.583438951
526	0.3847249054	0.5832284282
527	0.3854582133	0.5828807678
528	0.3857037958	0.5827642911
529	0.3863679936	0.5824491537
530	0.387095276	0.5821038892
531	0.3880661496	0.5816426648
532	0.3884368852	0.5814664461
533	0.3889869612	0.5812048847
534	0.3897821716	0.5808265534
535	0.3906194162	0.5804279574
536	0.3909804528	0.5802559903
537	0.3914967573	0.5800099783
538	0.3918835938	0.5798255876
539	0.3926362905	0.5794666366
540	0.3933805121	0.5791115086
541	0.3938516421	0.5788865819
542	0.3949485583	0.5783625537
543	0.3961965756	0.5777657623
544	0.3971149251	0.5773262212
545	0.3973480582	0.5772145856
546	0.3985656458	0.5766311936
547	0.3990656206	0.5763914658
548	0.3994975887	0.5761842656
549	0.3999311256	0.575976238
550	0.4012233243	0.5753557451
551	0.4013544201	0.5752927576
552	0.4017933773	0.5750818021
553	0.4023417144	0.5748181716
554	0.4026981653	0.5746467317
555	0.40303006	0.5744870564
556	0.4036665612	0.57418071
557	0.4044728646	0.5737924033
558	0.4054068019	0.5733423009
559	0.4058967074	0.5731060542
560	0.4069218318	0.5726113938
561	0.4073076642	0.5724251047
562	0.408436088	0.5718799266
563	0.409076727	0.5715701817
564	0.4098827375	0.5711802421
565	0.4103180264	0.570969543
566	0.4108561337	0.5707089678
567	0.4113603286	0.5704647065
568	0.4120452683	0.5701327142
569	0.412873537	0.5697309915
570	0.4137953615	0.5692835595
571	0.4148751014	0.5687590316
572	0.4155733744	0.568419559
573	0.4163185281	0.5680570712
574	0.4171887861	0.5676334321
575	0.4180056954	0.5672354751
576	0.4181866489	0.5671472859
577	0.4194211528	0.5665452738
578	0.4206903893	0.5659256565
579	0.4211058505	0.5657226888
580	0.4219082007	0.5653305056
581	0.4228520435	0.5648688133
582	0.4230266766	0.564783348
583	0.4232350697	0.5646813436
584	0.4242493909	0.5641845899
585	0.425449979	0.5635960479
586	0.4259555373	0.5633480335
587	0.4269518898	0.5628589277
588	0.427776397	0.5624538584
589	0.4283719482	0.5621610907
590	0.4286572522	0.5620207837
591	0.4297499345	0.5614830994
592	0.4307072958	0.5610115799
593	0.4314191152	0.5606607377
594	0.4318518705	0.5604473335
595	0.4321247907	0.5603127068
596	0.4325050391	0.5601250832
597	0.4325965641	0.5600799131
598	0.4329150183	0.5599227191
599	0.4334802824	0.5596435871
600	0.4342702775	0.5592532477
601	0.4349278934	0.5589281094
602	0.4356833769	0.5585543499
603	0.4360989952	0.5583486248
604	0.4366324186	0.5580844768
605	0.4368685332	0.5579675144
606	0.4371471073	0.5578294875
607	0.4379374357	0.5574377125
608	0.4389954087	0.5569128316
609	0.4399517663	0.556437938
610	0.4403862665	0.5562220465
611	0.4413957198	0.5557201524
612	0.4418614984	0.5554884172
613	0.4428097064	0.5550163637
614	0.4436091901	0.5546180386
615	0.4442947923	0.5542762244
616	0.4450887783	0.5538801107
617	0.4455484125	0.5536506731
618	0.4459008759	0.553474668
619	0.4465844051	0.5531331832
620	0.4466855314	0.5530826436
621	0.4472121273	0.5528193933
622	0.4479517266	0.5524494488
623	0.4484360324	0.5522070667
624	0.4492700788	0.5517893993
625	0.4495315155	0.551658414
626	0.450231174	0.551307717
627	0.4507826408	0.5510311424
628	0.4509858832	0.5509291762
629	0.4515038881	0.550669209
630	0.451895987	0.5504723476
631	0.4523746606	0.5502319241
632	0.4530740122	0.5498804717
633	0.4536256107	0.5496031126
634	0.4539055805	0.5494622825
635	0.4541520782	0.5493382595
636	0.454457235	0.549184684
637	0.4549733215	0.5489248566
638	0.455546823	0.548635979
639	0.4561445426	0.5483347405
640	0.4567257052	0.5480416876
641	0.457498438	0.547651792
642	0.4579368273	0.5474304717
643	0.4581732279	0.547311088
644	0.4591580413	0.546813471
645	0.4600543642	0.5463601735
646	0.4607609992	0.5460025415
647	0.4615953335	0.5455799784
648	0.4619362007	0.5454072461
649	0.4624514915	0.5451460219
650	0.4626705586	0.5450349289
651	0.4631717024	0.5447807044
652	0.4640398468	0.5443400237
653	0.4644885292	0.5441121272
654	0.465167143	0.5437672615
655	0.4653684902	0.5436648965
656	0.4661264172	0.5432793932
657	0.4667505563	0.5429617327
658	0.4674035842	0.54262917
659	0.467795261	0.5424296058
660	0.4681494092	0.5422490997
661	0.4682797656	0.5421826431
662	0.4686393421	0.5419992862
663	0.4697264608	0.5414445601
664	0.4702331749	0.5411858039
665	0.4711984699	0.5406925283
666	0.471524919	0.5405256076
667	0.471867652	0.540350305
668	0.4721078044	0.540227437
669	0.4730577088	0.5397411678
670	0.474044467	0.5392355682
671	0.474310062	0.5390994005
672	0.4747047567	0.5388969811
673	0.4753504927	0.5385656511
674	0.4759361542	0.5382649692
675	0.4764113656	0.5380208694
676	0.4769871356	0.5377249678
677	0.477284462	0.537572101
678	0.4777488135	0.5373332734
679	0.478196766	0.5371027795
680	0.4784355372	0.5369798794
681	0.4788401656	0.5367715451
682	0.479287598	0.5365410779
683	0.4799793429	0.5361845731
684	0.4803190539	0.5360094094
685	0.4810026275	0.5356567675
686	0.4814757842	0.5354125395
687	0.482119143	0.53508028
688	0.4824829944	0.5348922793
689	0.4830557774	0.5345961904
690	0.4834115924	0.5344121763
691	0.4841045864	0.5340536039
692	0.4845938236	0.5338003153
693	0.4850599578	0.5335588757
694	0.4857665751	0.5331926667
695	0.4859857886	0.5330790068
696	0.4867680398	0.5326732198
697	0.4869444394	0.5325816712
698	0.4872999177	0.5323971356
699	0.4877756147	0.532150092
700	0.488330465	0.5318617968
701	0.4887251342	0.5316566352
702	0.4889946659	0.5315164785
703	0.4897804345	0.531107667
704	0.4902026533	0.5308878695
705	0.49074125	0.530607356
706	0.4914575589	0.5302340561
707	0.492125185	0.5298858901
708	0.4922227795	0.5298349755
709	0.4924401965	0.5297215326
710	0.4927765618	0.5295459775
711	0.4933136458	0.5292655429
712	0.4937571876	0.5290338386
713	0.4940555757	0.5288779049
714	0.4946423236	0.5285711439
715	0.4949397264	0.528415589
716	0.4951384587	0.5283116177
717	0.4959909068	0.5278654077
718	0.4964639917	0.5276176108
719	0.4969868309	0.5273436177
720	0.497564116	0.5270409268
721	0.4981490129	0.5267340674
722	0.4986604209	0.5264656165
723	0.4988923671	0.526343817
724	0.499774064	0.5258805632
725	0.4999948538	0.5257644938
726	0.5010653009	0.5252013949
727	0.5018326609	0.5247973605
728	0.5025563329	0.5244160436
729	0.502938932	0.5242143327
730	0.5035833229	0.5238744262
731	0.5039912558	0.5236591338
732	0.5044109895	0.5234375208
733	0.5049759397	0.5231390876
734	0.5052782854	0.5229793045
735	0.5058634825	0.5226699017
736	0.5066311276	0.5222637579
737	0.5071401552	0.5219942686
738	0.5076019869	0.5217496453
739	0.5082757975	0.521392535
740	0.5084909405	0.5212784607
741	0.5090377518	0.5209884149
742	0.5096725491	0.5206514959
743	0.5102595333	0.5203397596
744	0.5106253807	0.5201453705
745	0.5110354302	0.5199274085
746	0.5113445426	0.5197630393
747	0.5119729157	0.5194287443
748	0.5122595103	0.5192762043
749	0.5124168931	0.5191924182
750	0.5127125919	0.5190349601
751	0.5132268862	0.518760987
752	0.5134273198	0.5186541736
753	0.5139558589	0.5183724032
754	0.5142506318	0.5182151898
755	0.5148087183	0.5179174108
756	0.5152992698	0.5176555249
757	0.5157783777	0.5173996205
758	0.5162030382	0.517172692
759	0.5168525208	0.5168254311
760	0.5176840826	0.5163804766
761	0.518180877	0.5161144673
762	0.5185025593	0.5159421488
763	0.5189905357	0.5156806403
764	0.5192309869	0.5155517327
765	0.5197314195	0.5152833439
766	0.5201127797	0.5150787213
767	0.5209574642	0.5146252079
768	0.5213810942	0.5143976092
769	0.5218015159	0.5141716346
770	0.5222321295	0.5139400789
771	0.5225188242	0.5137858554
772	0.5230154134	0.5135186126
773	0.523579239	0.5132150173
774	0.5241086207	0.5129298049
775	0.5246271558	0.5126502825
776	0.5246910874	0.5126158089
777	0.5251224214	0.5123831615
778	0.5256698898	0.5120877227
779	0.5265005714	0.5116391235
780	0.5272045702	0.5112586296
781	0.5277635646	0.5109563051
782	0.5279889794	0.5108343419
783	0.5283022456	0.5106647975
784	0.5287804802	0.5104058611
785	0.52972386	0.5098946897
786	0.5302055966	0.5096334625
787	0.5303908838	0.5095329527
788	0.5310899482	0.5091535638
789	0.5314020711	0.5089840804
790	0.5315764373	0.5088893746
791	0.5323071294	0.5084923124
792	0.5326687231	0.5082957056
793	0.533027183	0.5081007277
794	0.533796784	0.5076818638
795	0.5340305643	0.5075545579
796	0.5343041576	0.507405531
797	0.5346673955	0.5072076069
798	0.5354381835	0.5067873574
799	0.5359354854	0.5065160331
800	0.5366782	0.5061105426
801	0.5367565651	0.5060677397
802	0.5375020017	0.5056604017
803	0.5377264567	0.5055376857
804	0.5380652756	0.5053523873
805	0.5386050206	0.505057063
806	0.5389039923	0.5048934047
807	0.5395341799	0.5045482636
808	0.5399595549	0.5043151607
809	0.5400018338	0.5042919862
810	0.5404234701	0.5040608152
811	0.5411562056	0.5036588249
812	0.5418086272	0.5033006259
813	0.5423406879	0.5030083198
814	0.5426433795	0.5028419498
815	0.5431973036	0.5025373508
816	0.5435877296	0.5023225474
817	0.544102059	0.5020394348
818	0.5447651642	0.5016741929
819	0.5454823534	0.5012788616
820	0.5459653099	0.5010124691
821	0.5466094194	0.5006569661
822	0.5471102801	0.5003803517
823	0.5478798018	0.4999550636
824	0.5486957337	0.4995037306
825	0.5491769226	0.4992373695
826	0.5497469723	0.4989216358
827	0.550377199	0.498572339
828	0.5506510799	0.498420467
829	0.5512708362	0.4980766297
830	0.5516299222	0.4978773022
831	0.5520744984	0.4976304088
832	0.5524330872	0.4974311787
833	0.5526405506	0.4973158767
834	0.5531987247	0.4970055273
835	0.5536731982	0.4967415636
836	0.5538888277	0.4966215562
837	0.5541191321	0.4964933495
838	0.5544477622	0.4963103491
839	0.554819767	0.4961031137
840	0.5550003208	0.4960025001
841	0.5554835261	0.4957331335
842	0.5559386033	0.4954793132
843	0.5561711251	0.4953495734
844	0.5568547471	0.4949679372
845	0.5571167532	0.4948215926
846	0.5574889279	0.4946136385
847	0.5581949256	0.4942189191
848	0.5587369449	0.4939156649
849	0.5592419447	0.4936329552
850	0.5594060635	0.4935410431
851	0.5599107407	0.4932582995
852	0.5606925562	0.4928199697
853	0.5616632014	0.4922752284
854	0.5620698397	0.4920468373
855	0.5627975965	0.4916378231
856	0.563100862	0.4914672812
857	0.5632908782	0.4913603951
858	0.5637901495	0.4910794389
859	0.5642186293	0.4908381911
860	0.5647857277	0.4905187142
861	0.5650995501	0.4903418317
862	0.5656512709	0.4900307058
863	0.5661802548	0.489732216
864	0.5664216217	0.4895959594
865	0.5669247215	0.4893118272
866	0.5673323538	0.4890814906
867	0.5674737951	0.4890015423
868	0.5681431956	0.4886229935
869	0.5683109312	0.4885280923
870	0.5685790558	0.4883763549
871	0.5687161664	0.4882987429
872	0.5691941582	0.4880280772
873	0.5698187028	0.4876741987
874	0.570673011	0.4871897156
875	0.5709682343	0.4870221808
876	0.5713445169	0.4868085623
877	0.571857019	0.4865174602
878	0.5724353448	0.4861887608
879	0.5730848793	0.4858193238
880	0.5736895779	0.4854751355
881	0.5741268457	0.485226095
882	0.5742925117	0.4851317086
883	0.57445807	0.4850373652
